Date,NDVI,RCC,YCC,BCC,ExG,PAR,NDWI,LST_K
2025-01-01,0.33599408621742244,-0.0864364953168722,-0.17123003815930207,-0.0771570586148918,-0.004977036399356263,3.046221774193546,,
2025-01-03,0.33776369167882386,-0.043071922626327454,-0.08497705229535978,-0.03860470521298307,-0.0017505487483089133,3.33318590100111,,
2025-01-05,0.3395332971402253,-0.0018247461336495796,-0.002953000442533743,-0.001941326587499806,0.0012961272668270988,3.611380065151754,,
2025-01-07,0.3413029026016267,0.037305034161161404,0.07484211739917607,0.03283307726155797,0.0041629916460517715,3.880804266645477,,
2025-01-09,0.34307250806302814,0.07431741825810553,0.14840830122976964,0.0657185063341903,0.006850044389365107,4.14145850548228,,
2025-01-11,0.34484211352442956,0.10921240615718275,0.21774555104924695,0.09671496063039711,0.009357285496767103,4.393342781662163,,
2025-01-13,0.346611718985831,0.14198999785839314,0.28285386685760805,0.12582244015017852,0.011684714968257761,4.636457095185126,,
2025-01-15,0.3483813244472324,0.1726501933617366,0.3437332486548529,0.15304094489353437,0.01383233280383708,4.870801446051167,,
2025-01-17,0.35015092990863383,0.2011929926672132,0.4003836964409814,0.1783704748604648,0.015800139003505062,5.096375834260288,,
2025-01-19,0.3503818769431494,0.22761839577482296,0.45280521021599374,0.20181103005096973,0.017588133567261705,5.313180259812489,,
2025-01-21,0.35061282397766497,0.25192640268456584,0.5009977899798899,0.22336261046504924,0.019196316495107012,5.52121472270777,,
2025-01-23,0.3508437710121805,0.2741170133964418,0.5449614357326698,0.24302521610270317,0.020624687787040977,5.72047922294613,,
2025-01-25,0.3510747180466961,0.29419022791045085,0.5846961474743332,0.26079884696393174,0.021873247443063605,5.91097376052757,,
2025-01-27,0.35130566508121164,0.31214604622659314,0.6202019252048806,0.27668350304873474,0.022941995463174897,6.092698335452089,,
2025-01-29,0.3515366121157272,0.32798446834486844,0.6514787689243117,0.2906791843571124,0.02383093184737485,6.265652947719688,,
2025-01-31,0.35176755915024277,0.35047246429967915,0.6956967371360971,0.3105532628638713,0.024776664804592948,6.469531249999796,,
2025-02-02,0.3519985061847583,0.3627419192373909,0.7196940698052438,0.3213773587661522,0.025100172669292303,6.606549107142649,,
2025-02-04,0.34949061126562053,0.37141462373485207,0.7366826312697352,0.32916558301594556,0.02524632269034159,6.717381696428361,,
2025-02-06,0.34698271634648276,0.3762540723961203,0.7459839859231782,0.33348029979107363,0.0250646272249714,6.815426339285499,,
2025-02-08,0.344474821427345,0.3768664844698869,0.7468240737874305,0.3339794976411068,0.024533249167540648,7.029861607142636,,
2025-02-10,0.34196692650820726,0.3728580792048434,0.7384288348843505,0.33032116511561566,0.023630351412408216,7.173154017856917,,
2025-02-12,0.3394590315890695,0.36383507584968133,0.7200242092357966,0.32216329076417055,0.02233409685393301,7.305977678571198,,
2025-02-14,0.3369511366699317,0.3494036936530921,0.6908361368636267,0.3091638631363418,0.020622648386473916,7.433299107142624,-0.14453148931384716,43773.23421482402
2025-02-16,0.33444324175079393,0.3496459755937116,0.6909165225539136,0.30908347744605497,0.02026098245371187,7.522984374999764,-0.14531652724644561,43972.37190828739
2025-02-18,0.33193534683165615,0.349897112259967,0.6910368460383052,0.30896315396166324,0.019981907051993448,7.676107142856902,-0.14602193525226187,44188.47275123077
2025-02-20,0.3294449638104752,0.3500845579625378,0.6911450273267119,0.3088549726732565,0.019816778190458975,7.844082589285465,-0.14675089481135487,44355.52887437489
2025-02-22,0.3269545807892943,0.35029354983845484,0.6913104419349955,0.30868955806497317,0.019751080591553494,7.989359374999749,-0.14732216266525264,44553.9636049347
2025-02-24,0.32446419776811336,0.3505163458592206,0.6915308933844385,0.30846910661552995,0.019797330271667482,8.122383928571171,-0.147722102990689,44777.91045790533
2025-02-26,0.32197381474693243,0.3507452039963373,0.6918041851963248,0.30819581480364383,0.01996804324719143,8.245167410714028,-0.1479370799643976,45021.50294828191
2025-02-28,0.31948343172575144,0.3509723822213074,0.6921281208919369,0.30787187910803177,0.020275735534515806,8.368491071428307,-0.1479534577631122,45278.874591059575
2025-03-02,0.3169930487045705,0.3511901385056332,0.692500503992558,0.30749949600741056,0.020732923150031096,8.463124999999733,-0.1477576005635666,45544.15890123345
2025-03-04,0.3145026656833896,0.3514895649869863,0.6927511729501276,0.3072488270498409,0.020678374068111557,8.590118303571158,-0.14791580020012682,45818.858730085834
2025-03-06,0.31201228266220865,0.3517940352180239,0.6929949978494107,0.3070050021505578,0.02059418627382565,8.67577901785687,-0.14801022884572226,46091.97138853292
2025-03-08,0.313185728020707,0.352034868965427,0.6931151712339156,0.30688482876605283,0.020319387788103584,8.864495535714006,-0.14804807033983255,46374.74478116297
2025-03-10,0.31435917337920527,0.3522922691106124,0.6932590155936004,0.3067409844063681,0.02007399061024979,9.121988839285427,-0.14801319312192163,46638.19020496694
2025-03-12,0.3155326187377036,0.35255870384238436,0.6934182054142651,0.3065817945857034,0.019853498323741028,9.30061383928542,-0.14790320506360544,46877.02981498422
2025-03-14,0.31670606409620194,0.35282664134954766,0.6935844151817099,0.3064155848182587,0.019653414512054077,9.427656249999703,-0.1477157140365001,47085.98576625418
2025-03-16,0.3178795094547002,0.35308854982090687,0.6937493193817348,0.30625068061823385,0.01946924275866571,9.617582589285412,-0.14744832791222157,47259.78021381617
2025-03-18,0.31905295481319856,0.35333689744526653,0.6939045925001399,0.3060954074998286,0.01929648664705268,9.81998660714255,-0.14709865456238588,47393.13531270957
