Date,NDVI,RCC,YCC,BCC,ExG,PAR,NDWI,LST_K,bloom_tag,season_tag
2016-01-01,0.3271166598473626,-0.0878602414296862,-0.1733282336571635,-0.0750588631170305,-0.0071603790475023,5.002608870967743,0.0277233766366518,35740.12551024337,,BOS
2016-01-03,0.3282882315220448,-0.0438785761825092,-0.0862022720825112,-0.0373794854258319,-0.0030599474222897,4.932113598442715,0.0102020876856328,36483.4689121588,,
2016-01-05,0.3294598031967269,-0.0020441369970451,-0.003352534866415,-0.0015417921636187,0.0008032774606454,4.874351620848563,-0.0064579188596162,37197.59039629863,,
2016-01-07,0.3306313748714091,0.037643076126706,0.0752209779911248,0.0324542166696088,0.0044292956013029,4.829322938185286,-0.0222566429990956,37882.48996266288,,
2016-01-09,0.3318029465460912,0.0751830631887442,0.1495182664901085,0.0646085410738509,0.0078181069996828,4.797027550452885,-0.0371940847328051,38538.167611251534,,
2016-01-11,0.3329745182207734,0.1105758241890697,0.2195393306305359,0.0949211810491076,0.0109697116557852,4.77746545765136,-0.0512702440607448,39164.6233420646,,
2016-01-13,0.3341460898954556,0.1438213591276821,0.2852841704124073,0.1233921365953787,0.01388410956961,4.77063665978071,-0.0644851209829147,39761.85715510208,,
2016-01-15,0.3353176615701377,0.1749196680045817,0.3467527858357224,0.1500214077126644,0.0165613007411571,4.776541156840936,-0.0768387154993148,40329.86905036397,,
2016-01-17,0.3364892332448199,0.2038707508197683,0.4039451769004811,0.1748089944009645,0.0190012851704268,4.795178948832037,-0.0883310276099451,40868.65902785027,,
2016-01-19,0.3349835381239828,0.2306746075732421,0.4568613436066837,0.1977548966602791,0.0212040628574188,4.826550035754013,-0.0989620573148056,41378.22708756098,,
2016-01-21,0.3334778430031457,0.2553312382650029,0.5055012859543301,0.2188591144906083,0.0231696338021332,4.870654417606866,-0.1087318046138963,41858.57322949611,,
2016-01-23,0.3319721478823087,0.2778406428950508,0.5498650039434203,0.238121647891952,0.0248979980045701,4.927492094390593,-0.1176402695072172,42309.697453655644,,
2016-01-25,0.3304664527614717,0.2982028214633859,0.5899524975739542,0.2555424968643101,0.0263891554647294,4.997063066105197,-0.1256874519947683,42731.59976003959,,EOS
2016-01-27,0.3289607576406346,0.316417773970008,0.6257637668459319,0.2711216614076828,0.0276431061826111,5.079367332750675,-0.1328733520765495,43124.28014864795,,
2016-01-29,0.3274550625197976,0.3324855004149171,0.6572988117593533,0.28485914152207,0.0286598501582152,5.17440489432703,-0.139197969752561,43487.73861948072,,
2016-01-31,0.3259493673989605,0.3553258157312697,0.7019026363628799,0.3043473636370886,0.0297588986725034,5.438198660714114,-0.1483553727792847,44033.46590506996,SOB,
2016-02-02,0.3244436722781235,0.3677988953088487,0.7261036585050185,0.3149677700663774,0.0301096784634136,5.648609374999821,-0.1534033994756349,44364.625745310215,,
2016-02-04,0.3210195843628927,0.3765736729465408,0.7429557724082867,0.3228924418773939,0.0294949271801741,5.852022321428388,-0.1594705149031173,44871.736766177695,,
2016-02-06,0.3175954964476619,0.3814787157847654,0.7521380382957177,0.327326247418534,0.028728334999711,6.006560267856955,-0.1630625591947874,45230.30173329736,,
2016-02-08,0.3141714085324312,0.3821137791050574,0.7528645084858683,0.3279390629426692,0.0277689086065258,6.276881696428375,-0.1640933867829187,45436.53912399718,POB,
2016-02-10,0.3107473206172004,0.3780786181889514,0.7443492352972952,0.3244007647026711,0.0265756546851199,6.55766741071408,-0.1624768520997848,45486.66741560514,EOB,
2016-02-12,0.3073232327019696,0.3689729883179825,0.7258062710485559,0.3163812289514112,0.0251075799199949,6.8581071428569285,-0.1581268095776595,45376.90508544923,,
2016-02-14,0.3038991447867388,0.3543966447736855,0.6964496680582073,0.3035503319417612,0.0233236909956522,6.974328124999781,-0.1509571136488162,45103.47061085744,,
2016-02-16,0.3004750568715081,0.3546710232868214,0.6966270367388547,0.3033729632611138,0.0232184052628857,7.076366071428348,-0.1487385867491919,45062.23690421002,,
2016-02-18,0.2970509689562773,0.354953495795525,0.6968835858889608,0.3031164141110077,0.0233321098509021,7.093937499999775,-0.1459090147024465,44970.87541234398,,
2016-02-20,0.2935813831095662,0.3552362736504454,0.6972124124879548,0.3027875875120138,0.0236623608886403,7.105564732142634,-0.1400408994460161,45142.40811447109,,
2016-02-22,0.2901117972628552,0.3555115682022315,0.6976066135152659,0.3023933864847027,0.0242067145050391,7.151149553571204,-0.1346093413339959,45156.857193421005,,MOS
2016-02-24,0.2866422114161441,0.3557715908015323,0.6980592859503231,0.3019407140496455,0.0249627268290373,7.230542410714056,-0.1296111237963784,45026.19114060571,,
2016-02-26,0.283172625569433,0.356008552798997,0.6985635267725557,0.3014364732274129,0.0259279539895737,7.371582589285483,-0.1250430302631562,44762.37844743718,,
2016-02-28,0.279703039722722,0.3562146655452743,0.6991124329613928,0.3008875670385758,0.0270999521155872,7.38795089285691,-0.1209018441643219,44377.38760532737,,
2016-03-01,0.2762334538760109,0.3563821403910134,0.6996991014962636,0.3003008985037051,0.0284762773360166,7.447383928571193,-0.1171843489298681,43883.18710568828,,
2016-03-03,0.2727638680292998,0.3566785801750002,0.7002590461626452,0.2997409538373234,0.029463833155058,7.624825892856905,-0.1145122116615689,43301.8731106717,,
2016-03-05,0.2692942821825888,0.3569739536955461,0.7008254976812062,0.2991745023187625,0.0304718426825315,7.88458928571404,-0.112446690806054,42638.35543208306,,
2016-03-07,0.2651751457882131,0.3571423166490827,0.7014520930649843,0.2985479069349843,0.0319741845436719,8.066821428571176,-0.1129630584592627,41851.91073109771,,
